"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"CLOSED","S13010","03-25-2026","174191001","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","26","","","26","04-10-2026","04-10-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","07-20-2025"
"CLOSED","S13010","03-17-2026","174215972","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","26","","","26","04-02-2026","04-24-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","08-08-2025"
"NEW","S13010","05-18-2026","990505418","","1","1","84D735289G1","BUS RING ""TB""","1","","1","1","","08-12-2026","","GCM - Contagem Mfg","769.99","769.99","USD","Vitória Pereira","Net 150 Qrtly","04-17-2026"
"NEW","S13010","05-27-2026","990505417","","1","1","84D735289ACG1","BUS RING ""TC""","1","","1","1","","08-21-2026","","GCM - Contagem Mfg","789.78","789.78","USD","Vitória Pereira","Net 150 Qrtly","04-17-2026"
"NEW","S13010","05-18-2026","990505415","","1","1","84D735289ABG1","BUS RING ""TA""","3","","3","3","","08-12-2026","","GCM - Contagem Mfg","758.1","2274.3","USD","Vitória Pereira","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","12-09-2026","174519732","","1","1","41A296332AJP1","Spring Asm","21","","21","21","","12-18-2026","12-18-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","11-10-2026","174510608","","1","1","41A296332AJP3","Clamp","42","","42","42","","11-19-2026","11-19-2026","EEM-Erie Electronics Manufacturing","98.74","4147.08","USD","James Green","Net 150 Qrtly","04-12-2026"
"REVISED","S13010","05-08-2026","210441180","","1","1","8868241AAP16","Terminal 775/24","500","","500","500","","05-26-2026","06-16-2026","XMM - Monterrey","15.42","7710","USD","Celina Hernandez","Net 150 Qrtly","12-10-2025"
"REVISED","S13010","05-15-2026","210440175","","1","1","8868241AAP16","Terminal 775/24","500","","500","500","","06-02-2026","06-23-2026","XMM - Monterrey","15.42","7710","USD","Celina Hernandez","Net 150 Qrtly","12-04-2025"
"ACCEPTED","S13010","11-13-2026","174516365","","1","1","336B640P6","Armature","97","","97","97","","11-24-2026","11-24-2026","EEM-Erie Electronics Manufacturing","7.64","741.08","USD","James Green","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","12-07-2026","174515813","","1","1","41A296332AJP1","Spring Asm","63","","63","63","","12-16-2026","12-16-2026","EEM-Erie Electronics Manufacturing","53.87","3393.81","USD","James Green","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","11-13-2026","174517285","","1","1","41A296332AJP3","Clamp","7","","7","7","","11-24-2026","11-24-2026","EEM-Erie Electronics Manufacturing","98.74","691.18","USD","James Green","Net 150 Qrtly","04-16-2026"
"REVISED","S13010","05-22-2026","210441220","","1","1","8868241AAP16","Terminal 775/24","400","","400","400","","06-09-2026","07-07-2026","XMM - Monterrey","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","12-11-2025"
"REVISED","S13010","04-08-2026","990464941","","1","1","84D735289G1","BUS RING ""TB""","8","","8","8","","07-03-2026","07-15-2026","GCM - Contagem Mfg","769.99","6159.92","USD","Vitória Pereira","Net 150 Qrtly","09-26-2025"
"REVISED","S13010","05-20-2026","174402843","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","113","","113","113","","05-29-2026","07-07-2026","EPM-B6","20.92","2363.96","USD","James Green","Net 150 Qrtly","01-23-2026"
"CANCELLED","S13010","01-22-2026","174425258","","1","1","41C637786G1","Bus Ring","","","","","","02-11-2026","03-24-2026","Wabtec Reno Warehouse","329.6","329.6","USD","Valeria Parra","Net 150 Qrtly","02-11-2026"
"ACCEPTED","S13010","01-12-2027","174507555","","1","1","84A234891G1","CABLE ASM","20","","20","20","","01-25-2027","01-25-2027","TXL - Texas Locomotive Manufacturing","47.86","957.2","USD","Tiffany DeMeritt","Net 150 Qrtly","04-09-2026"
"ACCEPTED","S13010","06-12-2026","210441178","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","06-30-2026","06-30-2026","XMM - BAF Laredo","15.42","771","USD","Celina Hernandez","Net 150 Qrtly","12-10-2025"
"ACCEPTED","S13010","06-19-2026","210441960","","1","1","8868241AAP16","Terminal 775/24","400","","400","400","","07-07-2026","07-07-2026","XMM - Monterrey","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","12-28-2025"
"ACCEPTED","S13010","07-10-2026","174348297","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","07-21-2026","07-21-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","11-26-2025"
"ACCEPTED","S13010","12-09-2026","174380021","","1","1","8868241AAP16","Terminal 775/24","984","","984","984","","12-18-2026","12-18-2026","Z63 - Erie, PA","15.42","15173.28","USD","James Green","Net 150 Qrtly","01-05-2026"
"ACCEPTED","S13010","06-26-2026","210441350","","1","1","8868241AAP16","Terminal 775/24","50","","50","50","","07-14-2026","07-14-2026","XMM - Monterrey","15.42","771","USD","Celina Hernandez","Net 150 Qrtly","12-12-2025"
"ACCEPTED","S13010","07-03-2026","210444738","","1","1","8868241AAP16","Terminal 775/24","150","","150","150","","07-21-2026","07-21-2026","XMM - Monterrey","12.12","1818","USD","Celina Hernandez","Net 150 Qrtly","02-13-2026"
"ACCEPTED","S13010","06-16-2026","174320961","","1","1","8868241AAP16","Terminal 775/24","81","","81","81","","06-25-2026","06-25-2026","ELM-B10","15.42","1249.02","USD","James Green","Net 150 Qrtly","11-03-2025"
"ACCEPTED","S13010","05-26-2026","174363946","","1","1","84B526562AGP1","T1 TERMINAL","1","","1","1","","06-04-2026","06-04-2026","EPM-B6","484.52","484.52","USD","James Green","Net 150 Qrtly","12-11-2025"
"ACCEPTED","S13010","06-26-2026","174341481","","1","1","84C620845P3","Terminal","10","","10","10","","07-07-2026","07-07-2026","EPM-B6","48.92","489.2","USD","James Green","Net 150 Qrtly","11-19-2025"
"ACCEPTED","S13010","06-17-2026","174414514","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","241","","241","241","","06-26-2026","06-26-2026","CLE - Cleveland Svc","21.7","5229.7","USD","Rosa Cantu","Net 150 Qrtly","02-03-2026"
"ACCEPTED","S13010","04-23-2026","174259531","","1","1","84C620845P3","Terminal","9","","9","","9","05-04-2026","05-04-2026","EPM-B6","48.92","440.28","USD","James Green","Net 150 Qrtly","09-14-2025"
"ACCEPTED","S13010","11-13-2026","174420111","","1","1","41B551952G1","Shunt, Contactor","22","","22","22","","11-24-2026","11-24-2026","EEM-Erie Electronics Manufacturing","22.16","487.52","USD","James Green","Net 150 Qrtly","02-06-2026"
"ACCEPTED","S13010","05-26-2026","174363948","","1","1","84B526562AHP1","TERMINAL","1","","1","1","","06-04-2026","06-04-2026","EPM-B6","475.37","475.37","USD","James Green","Net 150 Qrtly","12-11-2025"
"ACCEPTED","S13010","11-06-2026","174450821","","1","1","41A296332AHP2","Clamp","12","","12","12","","11-17-2026","11-17-2026","EEM-Erie Electronics Manufacturing","73.51","882.12","USD","James Green","Net 150 Qrtly","02-26-2026"
"ACCEPTED","S13010","09-28-2026","174380022","","1","1","41A296332AHP2","Clamp","8","","8","8","","10-07-2026","10-07-2026","EEM-Erie Electronics Manufacturing","73.51","588.08","USD","James Green","Net 150 Qrtly","01-05-2026"
"ACCEPTED","S13010","07-16-2026","174472534","","1","1","84C620845P3","Terminal","10","","10","10","","07-27-2026","07-27-2026","EPM-B6","48.92","489.2","USD","James Green","Net 150 Qrtly","03-17-2026"
"ACCEPTED","S13010","06-16-2026","174330384","","1","1","41A264589G1","FINGER ASM","203","","203","203","","06-25-2026","06-25-2026","EEM-Erie Electronics Manufacturing","25.1","5095.3","USD","James Green","Net 150 Qrtly","11-10-2025"
"ACCEPTED","S13010","08-12-2026","174450820","","1","1","41A296332AHP2","Clamp","7","","7","7","","08-21-2026","08-21-2026","EEM-Erie Electronics Manufacturing","73.51","514.57","USD","James Green","Net 150 Qrtly","02-26-2026"
"ACCEPTED","S13010","05-11-2026","174292986","","1","1","41A264589G1","FINGER ASM","375","","375","375","","05-20-2026","05-20-2026","EEM-Erie Electronics Manufacturing","25.1","9412.5","USD","James Green","Net 150 Qrtly","10-10-2025"
"ACCEPTED","S13010","06-02-2026","174320499","","1","1","41A264589G1","FINGER ASM","240","","240","240","","06-11-2026","06-11-2026","EEM-Erie Electronics Manufacturing","25.1","6024","USD","James Green","Net 150 Qrtly","11-02-2025"
"ACCEPTED","S13010","07-21-2026","174387750","","1","1","41A264589G1","FINGER ASM","287","","287","287","","07-30-2026","07-30-2026","EEM-Erie Electronics Manufacturing","25.1","7203.7","USD","James Green","Net 150 Qrtly","01-11-2026"
"ACCEPTED","S13010","08-04-2026","174405492","","1","1","482A946G2","Contact","38","","38","38","","08-13-2026","08-13-2026","EEM-Erie Electronics Manufacturing","36.98","1405.24","USD","James Green","Net 150 Qrtly","01-26-2026"
"ACCEPTED","S13010","07-10-2026","174420372","","1","1","84B526562AJP1","TERMINAL","2","","2","2","","07-21-2026","07-21-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","02-06-2026"
"ACCEPTED","S13010","08-04-2026","174049607","","1","1","84C622950G1","Latch Asm","32","","32","32","","08-13-2026","08-13-2026","EKD-B12","115.48","3695.36","USD","James Green","Net 150 Qrtly","03-24-2025"
"ACCEPTED","S13010","04-29-2026","174293768","","1","1","84C620845P1","Terminal","10","","10","","10","05-08-2026","05-08-2026","EPM-B6","50.86","508.6","USD","James Green","Net 150 Qrtly","10-10-2025"
"ACCEPTED","S13010","08-28-2026","174418049","","1","1","41A264589G1","FINGER ASM","442","","442","442","","09-08-2026","09-08-2026","EEM-Erie Electronics Manufacturing","25.1","11094.2","USD","James Green","Net 150 Qrtly","02-05-2026"
"ACCEPTED","S13010","07-17-2026","174445911","","1","1","41A265399ABP2","CONNECTN STRIP","27","","27","27","","07-28-2026","07-28-2026","EKD-B12","16.19","437.13","USD","James Green","Net 150 Qrtly","02-22-2026"
"ACCEPTED","S13010","07-14-2026","174375877","","1","1","41A264589G1","FINGER ASM","172","","172","172","","07-23-2026","07-23-2026","EEM-Erie Electronics Manufacturing","25.1","4317.2","USD","James Green","Net 150 Qrtly","12-23-2025"
"ACCEPTED","S13010","06-02-2026","174319297","","1","1","41A264589G1","FINGER ASM","110","","110","110","","06-11-2026","06-11-2026","EEM-Erie Electronics Manufacturing","25.1","2761","USD","James Green","Net 150 Qrtly","10-31-2025"
"ACCEPTED","S13010","06-30-2026","174350197","","1","1","41A264589G1","FINGER ASM","264","","264","264","","07-09-2026","07-09-2026","EEM-Erie Electronics Manufacturing","25.1","6626.4","USD","James Green","Net 150 Qrtly","11-27-2025"
"ACCEPTED","S13010","07-14-2026","174362106","","1","1","41A264589G1","FINGER ASM","279","","279","279","","07-23-2026","07-23-2026","EEM-Erie Electronics Manufacturing","25.1","7002.9","USD","James Green","Net 150 Qrtly","12-10-2025"
"ACCEPTED","S13010","08-14-2026","174419721","","1","1","41A264589G1","FINGER ASM","525","","525","525","","08-25-2026","08-25-2026","EEM-Erie Electronics Manufacturing","25.1","13177.5","USD","James Green","Net 150 Qrtly","02-06-2026"
"ACCEPTED","S13010","07-21-2026","174392930","","1","1","41A264589G1","FINGER ASM","216","","216","216","","07-30-2026","07-30-2026","EEM-Erie Electronics Manufacturing","25.1","5421.6","USD","James Green","Net 150 Qrtly","01-15-2026"
"ACCEPTED","S13010","08-28-2026","174022258","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","13","","13","13","","09-08-2026","09-08-2026","EEM-Erie Electronics Manufacturing","198.78","2584.14","USD","James Green","Net 150 Qrtly","03-03-2025"
"ACCEPTED","S13010","09-03-2026","174452843","","1","1","41A296332ACP3","CROSS BAR","14","","14","14","","09-14-2026","09-14-2026","EEM-Erie Electronics Manufacturing","38.25","535.5","USD","James Green","Net 150 Qrtly","02-27-2026"
"ACCEPTED","S13010","05-26-2026","174348608","","1","1","84B526562AJP1","TERMINAL","2","","2","2","","06-04-2026","06-04-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","11-26-2025"
"ACCEPTED","S13010","05-04-2026","174208496","","1","1","41A264589G1","FINGER ASM","270","","270","","270","05-13-2026","05-13-2026","EEM-Erie Electronics Manufacturing","25.1","6777","USD","James Green","Net 150 Qrtly","08-05-2025"
"CLOSED","S13010","03-27-2026","210429509","","1","1","84C642134P2","Terminal Extension TC","5","5","","","5","04-14-2026","04-14-2026","XMM - BAF Laredo","163.07","815.35","USD","Celina Hernandez","Net 150 Qrtly","07-04-2025"
"CLOSED","S13010","04-13-2026","174188257","","1","1","41A264589G1","FINGER ASM","180","180","","","180","04-22-2026","04-22-2026","EEM-Erie Electronics Manufacturing","25.1","4518","USD","James Green","Net 150 Qrtly","07-17-2025"
"CLOSED","S13010","04-10-2026","174310977","","1","1","8868241AAP16","Terminal 775/24","34","34","","","34","04-21-2026","04-21-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","10-24-2025"
"CLOSED","S13010","04-08-2026","174312322","","1","1","8868241AAP16","Terminal 775/24","34","34","","","34","04-17-2026","04-17-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","10-26-2025"
"NEW","S13010","01-06-2027","174519773","","1","1","84B565427P1","BUS BAR","5","","5","5","","01-15-2027","","ECM-Erie Cab Manufacturing","448.16","2240.8","USD","Lori Scholl","Net 150 Qrtly","04-17-2026"
"CLOSED","S13010","04-10-2026","174291928","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","18","18","","","18","04-23-2026","04-23-2026","TXD - Texas Locomotive Distribution","33.96","611.28","USD","Tiffany DeMeritt","Net 150 Qrtly","10-09-2025"
"CLOSED","S13010","04-06-2026","174291339","","1","1","8868241AAP16","Terminal 775/24","36","36","","","36","04-15-2026","04-15-2026","ECM-Erie Cab Manufacturing","15.42","555.12","USD","James Green","Net 150 Qrtly","10-09-2025"
"ACCEPTED","S13010","05-27-2026","174414512","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","241","","241","241","","06-05-2026","06-05-2026","CLE - Cleveland Svc","21.7","5229.7","USD","Rosa Cantu","Net 150 Qrtly","02-03-2026"
"ACCEPTED","S13010","08-19-2026","174037896","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","08-28-2026","08-28-2026","CLE - Cleveland Svc","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","03-14-2025"
"ACCEPTED","S13010","08-12-2026","174168872","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","30","","30","30","","08-21-2026","08-21-2026","CLE - Cleveland Svc","21.7","651","USD","Rosa Cantu","Net 150 Qrtly","07-02-2025"
"ACCEPTED","S13010","07-08-2026","174165855","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","07-17-2026","07-17-2026","CLE - Cleveland Svc","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","06-29-2025"
"CLOSED","S13010","04-13-2026","174167324","","1","1","84B517732ADP1","Busbar         1.50x.375x9.00","16","16","","","16","04-22-2026","04-22-2026","EEM-Erie Electronics Manufacturing","36.6","585.6","USD","James Green","Net 150 Qrtly","07-01-2025"
"CLOSED","S13010","04-13-2026","174224806","","1","1","9960283G1","Shunt","23","23","","","23","04-22-2026","04-22-2026","EEM-Erie Electronics Manufacturing","23.22","534.06","USD","James Green","Net 150 Qrtly","08-14-2025"
"CLOSED","S13010","04-06-2026","174251753","","1","1","84B526562AJP1","TERMINAL","2","2","","","2","04-15-2026","04-15-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","09-08-2025"
"CLOSED","S13010","04-13-2026","174286612","","1","1","84B526562AGP1","T1 TERMINAL","2","2","","","2","04-22-2026","04-22-2026","EPM-B6","484.52","969.04","USD","James Green","Net 150 Qrtly","10-05-2025"
"CLOSED","S13010","04-13-2026","174288492","","1","1","41A326131P1","SPACER","348","348","","","348","04-22-2026","04-22-2026","EEM-Erie Electronics Manufacturing","13.79","4798.92","USD","James Green","Net 150 Qrtly","10-07-2025"
"CLOSED","S13010","04-13-2026","174286613","","1","1","84B526562AHP1","TERMINAL","2","2","","","2","04-22-2026","04-22-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","10-05-2025"
"CLOSED","S13010","01-05-2026","174182148","","2","1","84D718635G3","Bus Ring       T3","5","5","","","5","01-14-2026","03-06-2026","CLE - Cleveland Svc","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","07-14-2025"
"CLOSED","S13010","12-10-2025","174199480","","2","1","84D718635G1","Bus Ring       T1","5","5","","","5","12-19-2025","03-06-2026","CLE - Cleveland Svc","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","07-28-2025"
"CLOSED","S13010","12-29-2025","174182146","","2","1","84D718635G2","Bus Ring       T2","5","5","","","5","01-07-2026","02-27-2026","CLE - Cleveland Svc","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","07-14-2025"
"CLOSED","S13010","01-07-2026","174196893","","2","1","84D718635G1","Bus Ring       T1","5","5","","","5","01-16-2026","02-13-2026","CLE - Cleveland Svc","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","07-25-2025"
"ACCEPTED","S13010","01-07-2026","174066227","","2","1","84D718635G2","Bus Ring       T2","5","4","1","1","","01-16-2026","02-13-2026","CLE - Cleveland Svc","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","04-04-2025"
"CLOSED","S13010","12-29-2025","174199479","","2","1","84D718635G1","Bus Ring       T1","5","5","","","5","01-07-2026","03-06-2026","CLE - Cleveland Svc","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","07-28-2025"
"CLOSED","S13010","01-07-2026","174358934","","2","1","84D718635G4","Bus Ring       T0","5","5","","","5","01-16-2026","02-06-2026","CLE - Cleveland Svc","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","12-08-2025"
"CLOSED","S13010","01-07-2026","174358914","","2","1","84D718635G3","Bus Ring       T3","5","5","","","","01-16-2026","02-06-2026","CLE - Cleveland Svc","1539.44","7697.2","USD","Valeria Parra","Net 150 Qrtly","12-08-2025"
"CLOSED","S13010","12-19-2025","173948371","","2","1","84D718635G4","Bus Ring       T0","5","5","","","5","12-30-2025","02-27-2026","CLE - Cleveland Svc","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","01-16-2025"
"CLOSED","S13010","04-07-2026","174253122","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","15","","","15","04-16-2026","04-16-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","09-09-2025"
"CANCELLED","S13010","08-30-2024","210393374","","1","1","84C642134P2","Terminal Extension TC","","","","","","09-17-2024","09-17-2024","XMM - Monterrey","163.07","815.35","USD","Denisse Cardenas","Net 150 Qrtly","12-14-2023"
"CLOSED","S13010","04-08-2026","174158139","","1","1","8834202G1","Armature","9","9","","","9","04-17-2026","04-17-2026","EEM-Erie Electronics Manufacturing","49.54","445.86","USD","James Green","Net 150 Qrtly","06-22-2025"
"REVISED","S13010","01-30-2026","210393374","","1","2","84C642134P2","Terminal Extension TC","10","","10","5","5","02-17-2026","02-17-2026","XMM - BAF Laredo","163.07","1630.7","USD","Celina Hernandez","Net 150 Qrtly","12-14-2023"
